Type of Permit,New Units Permitted,Net Units Permitted,Type of Dwelling Unit,Issued Date,Year Issued,Year Finaled,Urban Village Name,Urban Village Type,Neighborhood,Council District,Longitude,Latitude,GEOID20,Type of Dwelling Unit per Code
Demolition Permit,0,-1,SF,5/11/2016 8:00,2016,2017,Outside Villages,Outside Villages,North,5,-122.3205775,47.69116665,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,2/13/2015 8:00,2015,2015,Outside Villages,Outside Villages,Northwest,6,-122.3527881,47.69149132,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,8/19/2015 8:00,2015,2017,Aurora-Licton Springs,Residential Urban Village,Northwest,5,-122.3397821,47.69344086,5.30E+14,Detached Single-Family
Demolition Permit,0,-2,SF,1/5/2016 8:00,2016,2016,Aurora-Licton Springs,Residential Urban Village,Northwest,5,-122.3397821,47.69344086,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,8/28/2013 8:00,2013,2014,Outside Villages,Outside Villages,Northwest,5,-122.3380927,47.69358563,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,11/8/2017 8:00,2017,2018,Outside Villages,Outside Villages,North,5,-122.3313952,47.69418535,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,9/29/2017 8:00,2017,2018,Outside Villages,Outside Villages,Northwest,5,-122.3378005,47.69120609,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,2/19/2013 8:00,2013,2013,Crown Hill,Residential Urban Village,Northwest,5,-122.3716904,47.69143398,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,2/17/2015 8:00,2015,2015,Outside Villages,Outside Villages,Northwest,6,-122.353128,47.69147407,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,9/4/2013 8:00,2013,2014,Outside Villages,Outside Villages,Ballard,6,-122.3711986,47.68917921,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,8/27/2013 8:00,2013,2014,Outside Villages,Outside Villages,Ballard,6,-122.3711986,47.68917921,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,6/4/2014 8:00,2014,2014,Outside Villages,Outside Villages,Southwest,1,-122.3876998,47.52889121,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,1/30/2008 8:00,2008,2012,Outside Villages,Outside Villages,Southeast,2,-122.2683182,47.53020004,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,1/30/2008 8:00,2008,2011,Outside Villages,Outside Villages,Southeast,2,-122.2689725,47.53013529,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,12/4/2012 8:00,2012,2013,Outside Villages,Outside Villages,Northwest,6,-122.3496498,47.68823747,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,2/14/2013 8:00,2013,2013,Outside Villages,Outside Villages,Northwest,4,-122.3254008,47.68813533,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,8/6/2014 8:00,2014,2015,Outside Villages,Outside Villages,Central,3,-122.3007264,47.59511949,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,8/6/2014 8:00,2014,2015,Outside Villages,Outside Villages,Central,3,-122.3007264,47.59511949,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,7/25/2017 8:00,2017,2019,Outside Villages,Outside Villages,Central,3,-122.2998986,47.59514233,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,4/7/2010 8:00,2010,2014,Outside Villages,Outside Villages,Central,3,-122.2901784,47.60972147,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,3/5/2010 8:00,2010,2014,Outside Villages,Outside Villages,Central,3,-122.2901784,47.60972147,5.30E+14,Detached Single-Family
Construction Permit,2,2,MIXED,5/14/2015 8:00,2015,2016,Outside Villages,Outside Villages,Magnolia/Queen Anne,7,-122.3512282,47.62680542,5.30E+14,Apartment
Demolition Permit,0,-3,MF,8/15/2014 8:00,2014,2014,Roosevelt,Residential Urban Village,Northwest,4,-122.3194261,47.67748554,5.30E+14,Apartment
Demolition Permit,0,-1,SF,4/24/2012 8:00,2012,2012,Outside Villages,Outside Villages,Northeast,4,-122.2821088,47.68928804,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,8/4/2011 8:00,2011,2013,Outside Villages,Outside Villages,Northeast,4,-122.2821088,47.68928804,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,3/12/2018 8:00,2018,2018,Outside Villages,Outside Villages,Northwest,4,-122.3266707,47.68961194,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,3/22/2017 8:00,2017,2018,Outside Villages,Outside Villages,Northwest,6,-122.3329483,47.68968802,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,10/10/2016 8:00,2016,2017,Outside Villages,Outside Villages,Southwest,1,-122.3877003,47.52932151,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,10/8/2016 8:00,2016,2017,Outside Villages,Outside Villages,Southwest,1,-122.3877003,47.52932151,5.30E+14,Detached Single-Family
Construction Permit,2,2,MF,5/24/2012 8:00,2012,2013,Rainier Beach,Residential Urban Village,Southeast,2,-122.2678084,47.52831111,5.30E+14,Townhouse
Construction Permit,1,1,SF,12/12/2017 8:00,2017,2019,Outside Villages,Outside Villages,Ballard,6,-122.396515,47.68965888,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,2/19/2016 8:00,2016,2017,Outside Villages,Outside Villages,Central,3,-122.3110197,47.61010025,5.30E+14,Detached Single-Family
Construction Permit,2,2,MIXED,9/20/2014 8:00,2014,2015,Outside Villages,Outside Villages,Northwest,4,-122.3232087,47.68913215,5.30E+14,Accessory Live/Work
Demolition Permit,0,-1,SF,9/20/2014 8:00,2014,2014,Outside Villages,Outside Villages,Northwest,4,-122.3232087,47.68913215,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,4/12/2010 8:00,2010,2011,Outside Villages,Outside Villages,Magnolia/Queen Anne,7,-122.3682806,47.63250381,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,5/1/2017 8:00,2017,2018,Outside Villages,Outside Villages,Northwest,6,-122.3329399,47.689728,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,5/1/2017 8:00,2017,2017,Outside Villages,Outside Villages,Northwest,6,-122.3329399,47.689728,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,8/15/2014 8:00,2014,2014,Roosevelt,Residential Urban Village,Northwest,4,-122.3188919,47.6775045,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,5/26/2017 8:00,2017,2018,Outside Villages,Outside Villages,North,5,-122.3191738,47.69153102,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,5/26/2017 8:00,2017,2017,Outside Villages,Outside Villages,North,5,-122.3191738,47.69153102,5.30E+14,Detached Single-Family
Construction Permit,1,1,MF,7/22/2014 8:00,2014,2014,Rainier Beach,Residential Urban Village,Southeast,2,-122.2695525,47.52826771,5.30E+14,Apartment
Construction Permit,1,1,SF,7/24/2017 8:00,2017,2018,Crown Hill,Residential Urban Village,Ballard,6,-122.3717848,47.69011095,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,7/24/2017 8:00,2017,2018,Crown Hill,Residential Urban Village,Ballard,6,-122.3717848,47.69011095,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,9/27/2012 8:00,2012,2013,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3588509,47.52755905,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,8/19/2010 8:00,2010,2013,Outside Villages,Outside Villages,Southeast,2,-122.2611061,47.52790026,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,5/25/2011 8:00,2011,2011,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3736404,47.52943596,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,1/30/2008 8:00,2008,2013,Outside Villages,Outside Villages,Southeast,2,-122.2682969,47.5300265,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,9/20/2014 8:00,2014,2016,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3701316,47.52942271,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,1/30/2008 8:00,2008,2011,Outside Villages,Outside Villages,Southeast,2,-122.2689593,47.53007151,5.30E+14,Detached Single-Family
Construction Permit,69,69,MIXED,1/19/2010 8:00,2010,2011,Outside Villages,Outside Villages,Southeast,2,-122.2695972,47.52971444,5.30E+14,Multifamily Non-Ground Level Dwelling
Construction Permit,1,1,MIXED,1/19/2010 8:00,2010,2011,Outside Villages,Outside Villages,Southeast,2,-122.2695972,47.52971444,5.30E+14,Accessory Live/Work
Construction Permit,1,1,SF,1/30/2008 8:00,2008,2011,Outside Villages,Outside Villages,Southeast,2,-122.2689516,47.52999991,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,1/30/2008 8:00,2008,2011,Outside Villages,Outside Villages,Southeast,2,-122.2689411,47.52993028,5.30E+14,Detached Single-Family
Construction Permit,3,3,MF,12/31/2014 8:00,2014,2016,Outside Villages,Outside Villages,Lake Union,6,-122.3480637,47.6598857,5.30E+14,Apartment
Construction Permit,2,2,MF,9/26/2012 8:00,2012,2013,Outside Villages,Outside Villages,Ballard,6,-122.366809,47.66686182,5.30E+14,Townhouse
Construction Permit,1,1,SF,9/24/2012 8:00,2012,2013,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3614554,47.5289392,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,4/6/2016 8:00,2016,2016,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3607191,47.52895191,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,8/2/2013 8:00,2013,2014,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3582335,47.52894066,5.30E+14,Detached Single-Family
Construction Permit,3,3,SF,6/27/2016 8:00,2016,2017,Outside Villages,Outside Villages,East,3,-122.3137928,47.60980144,5.30E+14,Detached Single-Family
Construction Permit,3,3,SF,6/27/2016 8:00,2016,2017,Outside Villages,Outside Villages,East,3,-122.3137928,47.60980144,5.30E+14,Detached Single-Family
Construction Permit,3,3,SF,6/27/2016 8:00,2016,2017,Outside Villages,Outside Villages,East,3,-122.3136453,47.6097962,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,10/15/2012 8:00,2012,2013,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3574861,47.52886307,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,4/6/2016 8:00,2016,2016,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3609978,47.52890908,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,12/2/2010 8:00,2010,2011,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3586742,47.52875386,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,7/23/2013 8:00,2013,2014,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3580218,47.52886044,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,4/6/2016 8:00,2016,2016,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3607239,47.52890449,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,11/4/2013 8:00,2013,2013,South Lake Union,Urban Center,Lake Union,7,-122.3401499,47.62154112,5.30E+14,Detached Single-Family
Construction Permit,386,386,MIXED,8/3/2012 8:00,2012,2015,Denny Triangle,Urban Center Village,East,7,-122.3322307,47.61323898,5.30E+14,Apartment
Construction Permit,1,1,SF,10/9/2012 8:00,2012,2013,Outside Villages,Outside Villages,Lake Union,6,-122.3479608,47.66269956,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,2/22/2015 8:00,2015,2016,Outside Villages,Outside Villages,North,5,-122.3198754,47.70369935,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,8/15/2014 8:00,2014,2014,Roosevelt,Residential Urban Village,Northwest,4,-122.3193352,47.67786832,5.30E+14,Detached Single-Family
Construction Permit,2,2,MF,9/26/2012 8:00,2012,2013,Outside Villages,Outside Villages,Ballard,6,-122.3670462,47.66686269,5.30E+14,Townhouse
Construction Permit,1,1,SF,10/8/2014 8:00,2014,2015,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3736992,47.52857586,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,8/25/2014 8:00,2014,2014,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3736992,47.52857586,5.30E+14,Detached Single-Family
Construction Permit,1,1,MF,5/17/2012 8:00,2012,2013,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3608771,47.52846195,5.30E+14,Apartment
Demolition Permit,0,-1,SF,7/25/2017 8:00,2017,2018,Outside Villages,Outside Villages,Central,3,-122.2998285,47.59502014,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,7/25/2017 8:00,2017,2019,Outside Villages,Outside Villages,Central,3,-122.2998285,47.59502014,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,4/17/2012 8:00,2012,2012,Outside Villages,Outside Villages,Central,3,-122.292345,47.60980459,5.30E+14,"Accessory Dwelling, Attached"
Demolition Permit,0,-1,SF,8/15/2014 8:00,2014,2014,Roosevelt,Residential Urban Village,Northwest,4,-122.3192991,47.67748668,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,6/8/2012 8:00,2012,2013,Outside Villages,Outside Villages,Northwest,4,-122.319506,47.68914884,5.30E+14,Detached Single-Family
Construction Permit,3,3,MF,3/31/2014 8:00,2014,2015,Outside Villages,Outside Villages,Ballard,6,-122.3670978,47.66457742,5.30E+14,Rowhouse
Demolition Permit,0,-1,SF,10/29/2015 8:00,2015,2016,Outside Villages,Outside Villages,Ballard,6,-122.3670567,47.66962735,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,10/29/2015 8:00,2015,2016,Outside Villages,Outside Villages,Ballard,6,-122.3670567,47.66962735,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,3/12/2012 8:00,2012,2012,Outside Villages,Outside Villages,Northwest,6,-122.3299775,47.68880476,5.30E+14,"Accessory Dwelling, Detached"
Demolition Permit,0,-1,SF,8/15/2014 8:00,2014,2014,Roosevelt,Residential Urban Village,Northwest,4,-122.3190606,47.67749448,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,4/15/2013 8:00,2013,2014,Outside Villages,Outside Villages,Ballard,6,-122.3673405,47.66455874,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,1/7/2016 8:00,2016,2017,Outside Villages,Outside Villages,Ballard,6,-122.3672979,47.66738573,5.30E+14,Detached Single-Family
Demolition Permit,0,-2,MF,1/7/2016 8:00,2016,2016,Outside Villages,Outside Villages,Ballard,6,-122.3672979,47.66738573,5.30E+14,Townhouse
Construction Permit,1,1,SF,2/16/2018 8:00,2018,2019,Outside Villages,Outside Villages,Ballard,6,-122.3671302,47.67485548,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,6/14/2016 8:00,2016,2016,Outside Villages,Outside Villages,Northeast,4,-122.3059817,47.68916631,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,6/14/2016 8:00,2016,2017,Outside Villages,Outside Villages,Northeast,4,-122.3059817,47.68916631,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,12/2/2013 8:00,2013,2014,Crown Hill,Residential Urban Village,Ballard,6,-122.3749949,47.68975258,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,6/3/2016 8:00,2016,2016,Roosevelt,Residential Urban Village,Northwest,4,-122.318573,47.67745748,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,1/7/2016 8:00,2016,2017,Outside Villages,Outside Villages,Ballard,6,-122.3672959,47.66750517,5.30E+14,Detached Single-Family
Construction Permit,3,3,MF,10/31/2016 8:00,2016,2017,Outside Villages,Outside Villages,Greater Duwamish,1,-122.3217208,47.55028752,5.30E+14,Townhouse
Demolition Permit,0,-1,SF,10/31/2016 8:00,2016,2017,Outside Villages,Outside Villages,Greater Duwamish,1,-122.3217208,47.55028752,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,7/5/2016 8:00,2016,2016,Outside Villages,Outside Villages,Southwest,1,-122.3887101,47.52873559,5.30E+14,"Accessory Dwelling, Attached"
Demolition Permit,0,-1,SF,4/6/2015 8:00,2015,2015,Westwood-Highland Park,Residential Urban Village,Delridge Neighborhoods,1,-122.3567787,47.5223776,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,9/3/2014 8:00,2014,2016,Roosevelt,Residential Urban Village,Northwest,4,-122.3184813,47.67267215,5.30E+14,Demolition Only
Construction Permit,1,1,SF,7/8/2016 8:00,2016,2017,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3473224,47.53359322,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,6/22/2007 8:00,2007,2011,Outside Villages,Outside Villages,North,5,-122.3188309,47.69785143,5.30E+14,Detached Single-Family
Construction Permit,2,2,MF,3/13/2017 8:00,2017,2018,Crown Hill,Residential Urban Village,Ballard,6,-122.3802507,47.69088008,5.30E+14,Townhouse
Demolition Permit,0,-1,SF,3/13/2017 8:00,2017,2017,Crown Hill,Residential Urban Village,Ballard,6,-122.3802507,47.69088008,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,5/9/2011 8:00,2011,2012,Outside Villages,Outside Villages,Northwest,5,-122.3570005,47.69938297,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,10/12/2011 8:00,2011,2013,Outside Villages,Outside Villages,North,5,-122.3178226,47.69692554,5.30E+14,Detached Single-Family
Construction Permit,5,5,MF,2/13/2018 8:00,2018,2021,Outside Villages,Outside Villages,Northeast,4,-122.3055823,47.69139356,5.30E+14,Townhouse
Construction Permit,5,5,MF,2/13/2018 8:00,2018,2021,Outside Villages,Outside Villages,Northeast,4,-122.3048952,47.69138563,5.30E+14,Townhouse
Construction Permit,2,2,MF,7/14/2017 8:00,2017,2019,Westwood-Highland Park,Residential Urban Village,Delridge Neighborhoods,1,-122.3582157,47.52161867,5.30E+14,Townhouse
Demolition Permit,0,-1,SF,10/2/2017 8:00,2017,2017,Westwood-Highland Park,Residential Urban Village,Delridge Neighborhoods,1,-122.3582157,47.52161867,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,7/10/2017 8:00,2017,2018,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3703369,47.52154645,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,6/1/2015 8:00,2015,2016,Outside Villages,Outside Villages,Northwest,5,-122.3509241,47.69563345,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,2,2,MF,7/14/2017 8:00,2017,2019,Westwood-Highland Park,Residential Urban Village,Delridge Neighborhoods,1,-122.3583297,47.52152014,5.30E+14,Townhouse
Construction Permit,1,1,MIXED,11/1/2016 8:00,2016,2017,Outside Villages,Outside Villages,North,5,-122.3173461,47.69259293,5.30E+14,Small Efficiency Dwelling
Construction Permit,1,1,ADU,6/6/2017 8:00,2017,2018,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3756193,47.52405185,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,34,34,MIXED,2/23/2018 8:00,2018,2020,Aurora-Licton Springs,Residential Urban Village,Northwest,5,-122.3436714,47.69325333,5.30E+14,Apartment
Construction Permit,1,1,SF,12/22/2015 8:00,2015,2016,Outside Villages,Outside Villages,Northwest,5,-122.3375231,47.69301401,5.30E+14,Detached Single-Family
Construction Permit,1,1,MF,3/18/2014 8:00,2014,2014,Rainier Beach,Residential Urban Village,Southeast,2,-122.2646626,47.52175065,5.30E+14,Apartment
Construction Permit,1,1,MF,3/18/2014 8:00,2014,2015,Rainier Beach,Residential Urban Village,Southeast,2,-122.2646626,47.52175065,5.30E+14,Apartment
Construction Permit,2,2,MF,9/22/2014 8:00,2014,2017,12th Avenue,Urban Center Village,East,3,-122.3143699,47.61002726,5.30E+14,Townhouse
Demolition Permit,0,-1,SF,12/14/2009 8:00,2009,2017,Outside Villages,Outside Villages,North,5,-122.3193156,47.7038337,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,6/11/2010 8:00,2010,2012,Outside Villages,Outside Villages,Ballard,6,-122.3899482,47.69482372,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,5/6/2015 8:00,2015,2016,Outside Villages,Outside Villages,Northwest,5,-122.3711127,47.69188254,5.30E+14,Detached Single-Family
